IDLavorazione,IDArticolo,IDParam,Tipo_Param,Attrezzi_Param,Impostazione_Param,Param1,Param2,Param3,OP,DOC,DUM,Param4,Param5,Param6,Param7,Param8,Param9
PIE,9011032720,575,,,,,,vedi prog.Carlo e Francesco,JARRI,01/10/2024 07:33:50,01/10/2024 07:34:16,,,,,,
PIE,9010522310,576,,,,,,vedi prog. Jarri,JARRI,07/10/2024 09:31:50,07/10/2024 09:32:05,,,,,,
PIE,9210-0185,577,9210-0185,PS.134.30.R0.8,T8 90°,,100,Gomma su ultima cava,OSCAR P,08/10/2024 07:23:57,08/10/2024 07:28:25,,,,,,
PIE,OV326810,578,,,,,,usare stesso programma del OV311101 o OV326952,JARRI,23/10/2024 10:57:12,23/10/2024 10:58:43,,,,,,
PIE,OV326952,579,,,,,,usare programma del OV311101 o OV326810,JARRI,23/10/2024 11:03:17,23/10/2024 11:04:21,,,,,,
PIE,4113376,580,,PS.134.30.R0.8 girato,@.230.1094.,,,,JARRI,23/10/2024 14:54:37,23/10/2024 14:55:18,,,,,,
PIE,4113377,581,,PS.134.30.R0.8 girato,@.230.1094.,,,,JARRI,23/10/2024 14:55:42,23/10/2024 14:56:01,,,,,,
PIE,FNX2288742_01,582,,,,,,programma uguale al fnx2286012 e provare con la stessa dima,JARRI,22/11/2024 12:24:01,22/11/2024 12:25:21,,,,,,
PIE,OV316617,583,,14 88° girato,60X60 CAVA 35,,doppio,,JARRI,25/11/2024 14:48:19,25/11/2024 14:49:52,,,,,,
PIE,9010482500,584,,,,,,"usare z da 2,le alette non sono uguali aprire disegno nella seconda pagina",JARRI,29/11/2024 08:25:20,29/11/2024 08:27:23,,,,,,
PIE,W0014408,585,w0014408,PS.134.30.R0.8, T12 e x16,,,utilizzare t12 per piega quota 33 scarsa causa asole  - finire con x 16 - per testate usare x 16 -,CARLO,10/12/2024 11:04:54,10/12/2024 11:08:02,,,,,,
PIE,1205L0720,586,,,,,,usare cava da 35,JARRI,16/12/2024 07:55:41,16/12/2024 07:55:57,,,,,,
PIE,FNX2285594_02,587,vedi prog Jarri,,,,,fare prima la calandratura,JARRI,17/12/2024 12:51:13,17/12/2024 12:52:21,,,,,,
PIE,FNY8381295,588,,,,,,vedi prog.Jarri(Viet),JARRI,15/01/2025 11:11:08,15/01/2025 11:12:01,,,,,,
PIE,FNX0257798,589,,S1995,T 20,,,attenzione !! Modificato sviluppo per eviatare i 3 passaggi - utilizzare T 20 per tutte le pieghe,JARRI,21/01/2025 14:43:54,21/01/2025 14:46:57,,,,,,
PIE,03L0457263G,590,03L0457263G,R.20,60X60 CAVA 35,NO,100,"QUOTA X mm.23 ANG.138,5 R.mm.18,5",OSCAR P,30/01/2025 10:48:32,30/01/2025 10:50:50,,,,,,
PIE,IV-26196_01,591,,,,,normale,"per la piega,aumentare di 0,5mm le pieghe 22,8 e 13,5",JARRI,30/01/2025 12:35:05,30/01/2025 12:36:42,,,,,,
PIE,FNY8585870_01,592,,,,,,vedi prog Jarri,JARRI,20/02/2025 11:28:37,20/02/2025 11:28:59,,,,,,
PIE,1214F0200,593,,,,,,togliere ganascia davanti e fissare matrice con adesivo,JARRI,28/02/2025 10:55:35,28/02/2025 10:56:15,,,,,,
PIE,4103866,594,,,,,doppio,usare cava da 22 altrimenti slabbra asola,JARRI,03/03/2025 11:45:43,03/03/2025 11:46:33,,,,,,
PIE,PP303592,595,,,,,,rolleri girato,JARRI,05/03/2025 11:34:29,05/03/2025 11:39:31,,,,,,
PIE,FNX2288300,596,,,,,,usare programma del fnx2282487,JARRI,06/03/2025 10:22:56,06/03/2025 10:24:11,,,,,,
PIE,FNX0250674,597,,,,,,lasciare buco tra le 2 matrici per far passare linguetta,JARRI,13/03/2025 16:06:05,13/03/2025 16:07:47,,,,,,
PIE,FNAB580030,598,,,,,,usare V25,JARRI,13/03/2025 16:30:15,13/03/2025 16:30:23,,,,,,
PIE,FNW6630033,599,,p.145.85.r08 girato,T 10,,,"2 stazioni,60 e 200 selezionato",JARRI,21/03/2025 16:22:49,21/03/2025 16:24:18,,,,,,
PIE,FNX0251932,600,,,T 20,,,usare cava da 20 e punzone girato,JARRI,09/04/2025 14:53:17,09/04/2025 14:54:08,,,,,,
PIE,22763931_01,601,,,,,,"la piastra va saldata nella parte inferiore,quindi l'incisione va sotto",JARRI,11/04/2025 07:12:53,11/04/2025 07:13:41,,,,,,
PIE,FNX2289015,602,,,,,,vedi prog Jarri fny8153422,JARRI,16/04/2025 09:08:42,16/04/2025 09:09:17,,,,,,
PIE,FNX2288430,603,,,,,,prog.Jarri 1208A2742,JARRI,28/04/2025 10:33:10,28/04/2025 10:33:44,,,,,,
PIE,FNX2286232,604,,,,,,usare il 14 e cava da 12(non dovrerebbe deformare l asola),JARRI,29/04/2025 08:47:20,29/04/2025 08:50:00,,,,,,
PIE,FNY8585902_01,605,,,,,,fare attenzione all'altezza dei fianchi nei vari codici con programma uguale(FNY8582671),JARRI,29/04/2025 10:10:20,02/05/2025 09:44:12,,,,,,
PIE,OV327073,606,,PS.134.30.R0.8 cm 250,60X60 CAVA 16 cm 240,,,lasciare la cava libera lateralmente dalla ganascia per permettere ultima piega prog.Jarri,JARRI,30/04/2025 14:31:37,30/04/2025 14:34:26,,,,,,
PIE,085339,607,,,,,,usare anche x codice 110993,JARRI,02/05/2025 07:50:36,02/05/2025 07:51:21,,,,,,
PIE,FNAN300272,608,,14 88°,,,doppio,mettere placche al contrario nell'intermedio alto per non far sbattere,JARRI,06/05/2025 07:41:04,06/05/2025 07:42:45,,,,,,
PIE,007A16097,609,,14 88°,,,doppio,mettere placche al contrario nell'intermedio alto per non far sbattere,JARRI,06/05/2025 07:43:01,06/05/2025 07:43:28,,,,,,
PIE,074924_02,610,,,,,,zeta da 4 e poi piega-schiaccia cava 525. Piega a 35 con cava da 6 selezionata sotto 530 da 9 mm,JARRI,07/05/2025 07:59:21,07/05/2025 10:09:21,,,,,,
PIE,FNX2287829_01,612,,,,,,usare programma FNY8150103,FRANCESCO,18/06/2025 12:51:33,18/06/2025 12:52:10,,,,,,
PIE,FNY8586092,613,,,,,,usare cava da 25,FRANCESCO,26/06/2025 12:18:55,26/06/2025 12:19:04,,,,,,
PIE,FNY8586238,614,,,,,,Vedi Prog Jarri è il vecchio FNZ0200349,FRANCESCO,27/06/2025 11:44:17,27/06/2025 11:45:43,,,,,,
PIE,130-126_COP,615,,,,,,"usare cava da 25,prog.Jarri",JARRI,15/07/2025 08:29:37,15/07/2025 08:29:54,,,,,,
PIE,OV329377,616,,,,,,guardare fom ov311085,JARRI,21/07/2025 08:04:40,21/07/2025 08:06:06,,,,,,
PIE,4025714,617,,,,,,guardare cvm 402274,JARRI,21/07/2025 10:14:29,21/07/2025 10:14:58,,,,,,
PIE,018023,618,,,,,,"fare con z da 2, ci sono i pezzi selezionati da 380",JARRI,04/08/2025 07:38:06,04/08/2025 07:38:35,,,,,,
PIE,FNZ8101732_04,619,,PS.134.30.R0.8 girato,cava t8,,,fare per ultima piega l aletta da 28,JARRI,05/08/2025 09:32:32,05/08/2025 09:33:38,,,,,,
PIE,112207,620,,,,,,FARE CoN STAMPO DA 4,JARRI,07/08/2025 10:34:33,07/08/2025 10:35:13,,,,,,
PIE,205611AA,621,000953,,,,,,JARRI,16/09/2025 10:38:29,16/09/2025 10:38:48,,,,,,
PIE,OV-48891,622,,14 90°,T12 normale dritto,,,buco tra gli intermedi,JARRI,19/09/2025 12:54:12,19/09/2025 12:55:26,,,,,,
PIE,111581,623,,,,,,"piega z a 2,4 su 3 lati, bugne interne",JARRI,06/10/2025 09:10:02,06/10/2025 09:10:36,,,,,,
PIE,FNAH250011,624,,,,,,fare prima la piega centrale a 90^ a metà(misura circa 34) con la 22 poi le alette con la 12,JARRI,21/10/2025 14:53:38,19/11/2025 12:03:27,,,,,,
PIE,LAL-0340360E00R-001,625,,,,,,1 passo diamante 145,JARRI,28/10/2025 09:17:47,28/10/2025 09:18:00,,,,,,
PIE,LAL-0340360E00R-001,626,,ROLLERIPS134.30,,,,"2 StAZ.SOPRA DA 250,cava 230 e 215",JARRI,28/10/2025 09:18:00,28/10/2025 11:15:34,,,,,,
PIE,108476,627,,,,,,"fare prima aletta, poi lati lunghi e uno corto,poi lato corto pressa 415 selezionato",JARRI,21/11/2025 12:59:39,21/11/2025 13:01:16,,,,,,
PIE,22850751-1,628,,spillo 104,da 63,,,255 e 134 avanti avanti,JARRI,10/12/2025 07:49:07,10/12/2025 07:50:07,,,,,,
PIE,5LAMMC602,629,,,,,,fare prima raggio con cava da 35,JARRI,15/12/2025 12:00:40,15/12/2025 12:00:54,,,,,,
PIE,FNX2289646_01,630,005a09500-01,,,,,,JARRI,12/01/2026 15:30:12,13/01/2026 09:37:15,,,,,,
